Time,LDR_AC,Sound,Accel_X,Accel_Y,Accel_Z
23:23:36,2.0,35.0,-0.0,0.02,1.0
23:23:37,2.0,35.0,0.02,0.0,1.0
23:23:38,2.0,35.0,0.0,-0.02,1.0
23:23:39,2.0,35.0,-0.02,-0.0,1.0
23:23:40,2.0,35.0,-0.0,0.02,1.0
23:23:41,2.0,35.0,0.02,-0.0,1.0
23:23:42,2.0,35.0,0.0,-0.02,1.0
23:23:43,2.0,35.0,-0.02,-0.0,1.0
23:23:44,2.0,35.0,-0.0,0.02,1.0
23:23:45,2.0,35.0,0.02,0.0,1.0
23:23:46,2.0,35.0,-0.0,-0.02,1.0
23:23:47,2.0,35.0,-0.02,-0.0,1.0
23:23:48,2.0,35.0,-0.0,0.02,1.0
23:23:49,2.0,35.0,0.02,0.0,1.0
23:23:50,2.0,35.0,0.0,-0.02,1.0
23:23:51,2.0,35.0,-0.02,0.0,1.0
23:23:52,2.0,35.0,-0.0,0.02,1.0
23:23:53,2.0,35.0,0.02,0.0,1.0
23:23:54,2.0,35.0,0.0,-0.02,1.0
23:23:55,2.0,35.0,-0.02,-0.0,1.0
23:23:56,2.0,35.0,0.0,0.02,1.0
23:23:57,2.0,35.0,0.02,0.0,1.0
23:23:58,2.0,35.0,0.0,-0.02,1.0
23:23:59,2.0,35.0,-0.02,-0.0,1.0
23:24:00,2.0,35.0,-0.0,0.02,1.0
23:24:01,2.0,35.0,0.02,0.0,1.0
23:24:02,2.0,35.0,0.0,-0.02,1.0
23:24:03,2.0,35.0,-0.02,0.0,1.0
23:24:04,2.0,35.0,-0.0,0.02,1.0
23:24:05,2.0,35.0,0.02,0.0,1.0
23:24:06,2.0,35.0,0.0,-0.02,1.0
23:24:07,2.0,35.0,-0.02,-0.0,1.0
23:24:08,2.0,35.0,0.0,0.02,1.0
23:24:09,2.0,35.0,0.02,0.0,1.0
23:24:10,2.0,35.0,0.0,-0.02,1.0
23:24:11,2.0,35.0,-0.02,-0.0,1.0
23:24:12,2.0,35.0,-0.0,0.02,1.0
23:24:13,2.0,35.0,0.02,-0.0,1.0
23:24:14,2.0,35.0,0.0,-0.02,1.0
23:24:15,2.0,35.0,-0.02,-0.0,1.0
23:24:16,2.0,35.0,-0.0,0.02,1.0
23:24:17,2.0,35.0,0.02,0.0,1.0
23:24:18,2.0,35.0,-0.0,-0.02,1.0
23:24:19,2.0,35.0,-0.02,-0.0,1.0
23:24:20,2.0,35.0,-0.0,0.02,1.0
23:24:21,2.0,35.0,0.02,0.0,1.0
23:24:22,2.0,35.0,0.0,-0.02,1.0
23:24:23,2.0,35.0,-0.02,-0.0,1.0
23:24:24,2.0,35.0,-0.0,0.02,1.0
23:24:25,2.0,35.0,0.02,-0.0,1.0
23:24:26,2.0,35.0,0.0,-0.02,1.0
23:24:27,2.0,35.0,-0.02,-0.0,1.0
23:24:28,2.0,35.0,-0.0,0.02,1.0
23:24:29,2.0,35.0,0.02,0.0,1.0
23:24:30,2.0,35.0,-0.0,-0.02,1.0
23:24:31,2.0,35.0,-0.02,-0.0,1.0
23:24:32,2.0,35.0,-0.0,0.02,1.0
23:24:33,2.0,35.0,0.02,0.0,1.0
23:24:34,2.0,35.0,0.0,-0.02,1.0
23:24:35,2.0,35.0,-0.02,0.0,1.0
23:24:36,2.0,35.0,-0.0,0.02,1.0
23:24:37,2.0,35.0,0.02,0.0,1.0
23:24:38,2.0,35.0,0.0,-0.02,1.0
23:24:39,2.0,35.0,-0.02,-0.0,1.0
23:24:40,2.0,35.0,0.0,0.02,1.0
23:24:41,2.0,35.0,0.02,0.0,1.0
23:24:42,2.0,35.0,0.0,-0.02,1.0
23:24:43,2.0,35.0,-0.02,-0.0,1.0
23:24:44,2.0,35.0,-0.0,0.02,1.0
23:24:45,2.0,35.0,0.02,0.0,1.0
23:24:46,2.0,35.0,0.0,-0.02,1.0
23:24:47,2.0,35.0,-0.02,0.0,1.0
23:24:48,2.0,35.0,-0.0,0.02,1.0
23:24:49,2.0,35.0,0.02,0.0,1.0
23:24:50,2.0,35.0,0.0,-0.02,1.0
23:24:51,2.0,35.0,-0.02,-0.0,1.0
23:24:52,2.0,35.0,0.0,0.02,1.0
23:24:53,2.0,35.0,0.02,0.0,1.0
23:24:54,2.0,35.0,0.0,-0.02,1.0
23:24:55,2.0,35.0,-0.02,-0.0,1.0
23:24:56,2.0,35.0,-0.0,0.02,1.0
23:24:57,2.0,35.0,0.02,-0.0,1.0
23:24:58,2.0,35.0,0.0,-0.02,1.0
23:24:59,2.0,35.0,-0.02,-0.0,1.0
23:25:00,2.0,35.0,-0.0,0.02,1.0
23:25:01,2.0,35.0,0.02,0.0,1.0
23:25:02,2.0,35.0,-0.0,-0.02,1.0
23:25:03,2.0,35.0,-0.02,-0.0,1.0
23:25:04,2.0,35.0,0.0,0.02,1.0
23:25:05,2.0,35.0,0.02,0.0,1.0
23:25:06,2.0,35.0,0.0,-0.02,1.0
23:25:07,2.0,35.0,-0.02,-0.0,1.0
23:25:08,2.0,35.0,-0.0,0.02,1.0
23:25:09,2.0,35.0,0.02,-0.0,1.0
23:25:10,2.0,35.0,0.0,-0.02,1.0
23:25:11,2.0,35.0,-0.02,-0.0,1.0
23:25:12,2.0,35.0,-0.0,0.02,1.0
23:25:13,2.0,35.0,0.02,0.0,1.0
23:25:14,2.0,35.0,-0.0,-0.02,1.0
23:25:15,2.0,35.0,-0.02,-0.0,1.0
23:25:16,2.0,35.0,-0.0,0.02,1.0
23:25:17,2.0,35.0,0.02,0.0,1.0
23:25:18,2.0,35.0,0.0,-0.02,1.0
23:25:19,2.0,35.0,-0.02,0.0,1.0
23:25:20,2.0,35.0,-0.0,0.02,1.0
23:25:21,2.0,35.0,0.02,0.0,1.0
23:25:22,2.0,35.0,0.0,-0.02,1.0
23:25:23,2.0,35.0,-0.02,-0.0,1.0
23:25:24,2.0,35.0,0.0,0.02,1.0
23:25:25,2.0,35.0,0.02,0.0,1.0
23:25:26,2.0,35.0,-0.0,-0.02,1.0
23:25:27,2.0,35.0,-0.02,-0.0,1.0
23:25:28,2.0,35.0,-0.0,0.02,1.0
23:25:29,2.0,35.0,0.02,0.0,1.0
23:25:30,2.0,35.0,0.0,-0.02,1.0
23:25:31,2.0,35.0,-0.02,0.0,1.0
23:25:32,2.0,35.0,-0.0,0.02,1.0
23:25:33,2.0,35.0,0.02,0.0,1.0
23:25:34,2.0,35.0,0.0,-0.02,1.0
23:25:35,2.0,35.0,-0.02,-0.0,1.0
23:25:36,2.0,35.0,0.0,0.02,1.0
23:25:37,2.0,35.0,0.02,0.0,1.0
23:25:38,2.0,35.0,0.0,-0.02,1.0
23:25:39,2.0,35.0,-0.02,-0.0,1.0
23:25:40,2.0,35.0,-0.0,0.02,1.0
23:25:41,2.0,35.0,0.02,-0.0,1.0
23:25:42,2.0,35.0,0.0,-0.02,1.0
23:25:43,2.0,35.0,-0.02,-0.0,1.0
23:25:44,2.0,35.0,-0.0,0.02,1.0
23:25:45,2.0,35.0,0.02,0.0,1.0
23:25:46,2.0,35.0,-0.0,-0.02,1.0
23:25:47,2.0,35.0,-0.02,-0.0,1.0
23:25:48,2.0,35.0,0.0,0.02,1.0
23:25:49,2.0,35.0,0.02,0.0,1.0
23:25:50,2.0,35.0,0.0,-0.02,1.0
23:25:51,2.0,35.0,-0.02,-0.0,1.0
23:25:52,2.0,35.0,-0.0,0.02,1.0
23:25:53,2.0,35.0,0.02,-0.0,1.0
23:25:54,2.0,35.0,0.0,-0.02,1.0
23:25:55,2.0,35.0,-0.02,-0.0,1.0
23:25:56,2.0,35.0,-0.0,0.02,1.0
23:25:57,2.0,35.0,0.02,0.0,1.0
23:25:58,2.0,35.0,-0.0,-0.02,1.0
23:25:59,2.0,35.0,-0.02,-0.0,1.0
23:26:00,2.0,35.0,-0.0,0.02,1.0
23:26:01,2.0,35.0,0.02,0.0,1.0
23:26:02,2.0,35.0,0.0,-0.02,1.0
23:26:03,2.0,35.0,-0.02,0.0,1.0
23:26:04,2.0,35.0,-0.0,0.02,1.0
23:26:05,2.0,35.0,0.02,0.0,1.0
23:26:06,2.0,35.0,0.0,-0.02,1.0
23:26:07,2.0,35.0,-0.02,-0.0,1.0
23:26:08,2.0,35.0,0.0,0.02,1.0
23:26:09,2.0,35.0,0.02,0.0,1.0
23:26:10,2.0,35.0,-0.0,-0.02,1.0
23:26:11,2.0,35.0,-0.02,-0.0,1.0
23:26:12,2.0,35.0,-0.0,0.02,1.0
23:26:13,2.0,35.0,0.02,0.0,1.0
23:26:14,2.0,35.0,0.0,-0.02,1.0
23:26:15,2.0,35.0,-0.02,0.0,1.0
23:26:16,2.0,35.0,-0.0,0.02,1.0
23:26:17,2.0,35.0,0.02,0.0,1.0
23:26:18,2.0,35.0,0.0,-0.02,1.0
23:26:19,2.0,35.0,-0.02,-0.0,1.0
23:26:20,2.0,35.0,0.0,0.02,1.0
23:26:21,2.0,35.0,0.02,0.0,1.0
23:26:22,2.0,35.0,0.0,-0.02,1.0
23:26:23,2.0,35.0,-0.02,-0.0,1.0
23:26:24,2.0,35.0,-0.0,0.02,1.0
23:26:25,2.0,35.0,0.02,-0.0,1.0
23:26:26,2.0,35.0,0.0,-0.02,1.0
23:26:27,2.0,35.0,-0.02,-0.0,1.0
23:26:28,2.0,35.0,-0.0,0.02,1.0
23:26:29,2.0,35.0,0.02,0.0,1.0
23:26:30,2.0,35.0,-0.0,-0.02,1.0
23:26:31,2.0,35.0,-0.02,-0.0,1.0
23:26:32,2.0,35.0,0.0,0.02,1.0
23:26:33,2.0,35.0,0.02,0.0,1.0
23:26:34,2.0,35.0,0.0,-0.02,1.0
23:26:35,2.0,35.0,-0.02,-0.0,1.0
23:26:36,2.0,35.0,-0.0,0.02,1.0
23:26:37,2.0,35.0,0.02,-0.0,1.0
23:26:38,2.0,35.0,0.0,-0.02,1.0
23:26:39,2.0,35.0,-0.02,-0.0,1.0
23:26:40,2.0,35.0,-0.0,0.02,1.0
23:26:41,2.0,35.0,0.02,0.0,1.0
23:26:42,2.0,35.0,-0.0,-0.02,1.0
23:26:43,2.0,35.0,-0.02,-0.0,1.0
23:26:44,2.0,35.0,-0.0,0.02,1.0
23:26:45,2.0,35.0,0.02,0.0,1.0
23:26:46,2.0,35.0,0.0,-0.02,1.0
23:26:47,2.0,35.0,-0.02,0.0,1.0
23:26:48,2.0,35.0,-0.0,0.02,1.0
23:26:49,2.0,35.0,0.02,0.0,1.0
23:26:50,2.0,35.0,0.0,-0.02,1.0
23:26:51,2.0,35.0,-0.02,-0.0,1.0
23:26:52,2.0,35.0,0.0,0.02,1.0
23:26:53,2.0,35.0,0.02,0.0,1.0
23:26:54,2.0,35.0,-0.0,-0.02,1.0
23:26:55,2.0,35.0,-0.02,-0.0,1.0
23:26:56,2.0,35.0,-0.0,0.02,1.0
23:26:57,2.0,35.0,0.02,0.0,1.0
23:26:58,2.0,35.0,0.0,-0.02,1.0
23:26:59,2.0,35.0,-0.02,0.0,1.0
23:27:00,2.0,35.0,-0.0,0.02,1.0
23:27:01,2.0,35.0,0.02,0.0,1.0
23:27:02,2.0,35.0,0.0,-0.02,1.0
23:27:03,2.0,35.0,-0.02,-0.0,1.0
23:27:04,2.0,35.0,0.0,0.02,1.0
23:27:05,2.0,35.0,0.02,0.0,1.0
23:27:06,2.0,35.0,0.0,-0.02,1.0
23:27:07,2.0,35.0,-0.02,-0.0,1.0
23:27:08,2.0,35.0,-0.0,0.02,1.0
23:27:09,2.0,35.0,0.02,-0.0,1.0
23:27:10,2.0,35.0,0.0,-0.02,1.0
23:27:11,2.0,35.0,-0.02,-0.0,1.0
23:27:12,2.0,35.0,-0.0,0.02,1.0
23:27:13,2.0,35.0,0.02,0.0,1.0
23:27:14,2.0,35.0,-0.0,-0.02,1.0
23:27:15,2.0,35.0,-0.02,-0.0,1.0
23:27:16,2.0,35.0,0.0,0.02,1.0
23:27:17,2.0,35.0,0.02,0.0,1.0
23:27:18,2.0,35.0,0.0,-0.02,1.0
23:27:19,2.0,35.0,-0.02,-0.0,1.0
23:27:20,2.0,35.0,-0.0,0.02,1.0
23:27:21,2.0,35.0,0.02,-0.0,1.0
23:27:22,2.0,35.0,0.0,-0.02,1.0
23:27:23,2.0,35.0,-0.02,-0.0,1.0
23:27:24,2.0,35.0,-0.0,0.02,1.0
23:27:25,2.0,35.0,0.02,0.0,1.0
23:27:26,2.0,35.0,-0.0,-0.02,1.0
23:27:27,2.0,35.0,-0.02,-0.0,1.0
23:27:28,2.0,35.0,-0.0,0.02,1.0
23:27:29,2.0,35.0,0.02,0.0,1.0
23:27:30,2.0,35.0,0.0,-0.02,1.0
23:27:31,2.0,35.0,-0.02,0.0,1.0
23:27:32,2.0,35.0,-0.0,0.02,1.0
23:27:33,2.0,35.0,0.02,0.0,1.0
23:27:34,2.0,35.0,0.0,-0.02,1.0
23:27:35,2.0,35.0,-0.02,-0.0,1.0
23:27:36,2.0,35.0,0.0,0.02,1.0
23:27:37,2.0,35.0,0.02,0.0,1.0
23:27:38,2.0,35.0,-0.0,-0.02,1.0
23:27:39,2.0,35.0,-0.02,-0.0,1.0
23:27:40,2.0,35.0,-0.0,0.02,1.0
23:27:41,2.0,35.0,0.02,0.0,1.0
23:27:42,2.0,35.0,0.0,-0.02,1.0
23:27:43,2.0,35.0,-0.02,0.0,1.0
23:27:44,2.0,35.0,-0.0,0.02,1.0
23:27:45,2.0,35.0,0.02,0.0,1.0
23:27:46,2.0,35.0,0.0,-0.02,1.0
23:27:47,2.0,35.0,-0.02,-0.0,1.0
23:27:48,2.0,35.0,0.0,0.02,1.0
23:27:49,2.0,35.0,0.02,0.0,1.0
23:27:50,2.0,35.0,0.0,-0.02,1.0
23:27:51,2.0,35.0,-0.02,-0.0,1.0
23:27:52,2.0,35.0,-0.0,0.02,1.0
23:27:53,2.0,35.0,0.02,-0.0,1.0
23:27:54,2.0,35.0,0.0,-0.02,1.0
23:27:55,2.0,35.0,-0.02,-0.0,1.0
23:27:56,2.0,35.0,-0.0,0.02,1.0
23:27:57,2.0,35.0,0.02,0.0,1.0
23:27:58,2.0,35.0,-0.0,-0.02,1.0
23:27:59,2.0,35.0,-0.02,-0.0,1.0
23:28:00,2.0,35.0,0.0,0.02,1.0
23:28:01,2.0,35.0,0.02,0.0,1.0
23:28:02,2.0,35.0,0.0,-0.02,1.0
23:28:03,2.0,35.0,-0.02,-0.0,1.0
23:28:04,2.0,35.0,-0.0,0.02,1.0
23:28:05,2.0,35.0,0.02,-0.0,1.0
23:28:06,2.0,35.0,0.0,-0.02,1.0
23:28:07,2.0,35.0,-0.02,-0.0,1.0
23:28:08,2.0,35.0,-0.0,0.02,1.0
23:28:09,2.0,35.0,0.02,0.0,1.0
23:28:10,2.0,35.0,-0.0,-0.02,1.0
23:28:11,2.0,35.0,-0.02,-0.0,1.0
23:28:12,2.0,35.0,-0.0,0.02,1.0
23:28:13,2.0,35.0,0.02,0.0,1.0
23:28:14,2.0,35.0,0.0,-0.02,1.0
23:28:15,2.0,35.0,-0.02,0.0,1.0
23:28:16,2.0,35.0,-0.0,0.02,1.0
23:28:17,2.0,35.0,0.02,0.0,1.0
23:28:18,2.0,35.0,0.0,-0.02,1.0
23:28:19,2.0,35.0,-0.02,-0.0,1.0
23:28:20,2.0,35.0,0.0,0.02,1.0
23:28:21,2.0,35.0,0.02,0.0,1.0
23:28:22,2.0,35.0,-0.0,-0.02,1.0
23:28:23,2.0,35.0,-0.02,-0.0,1.0
23:28:24,2.0,35.0,-0.0,0.02,1.0
23:28:25,2.0,35.0,0.02,0.0,1.0
23:28:26,2.0,35.0,0.0,-0.02,1.0
23:28:27,2.0,35.0,-0.02,0.0,1.0
23:28:28,2.0,35.0,-0.0,0.02,1.0
23:28:29,2.0,35.0,0.02,0.0,1.0
23:28:30,2.0,35.0,0.0,-0.02,1.0
23:28:31,2.0,35.0,-0.02,-0.0,1.0
23:28:32,2.0,35.0,0.0,0.02,1.0
23:28:33,2.0,35.0,0.02,0.0,1.0
23:28:34,2.0,35.0,0.0,-0.02,1.0
23:28:35,2.0,35.0,-0.02,-0.0,1.0
23:28:36,2.0,35.0,-0.0,0.02,1.0
23:28:37,2.0,35.0,0.02,-0.0,1.0
23:28:38,2.0,35.0,0.0,-0.02,1.0
23:28:39,2.0,35.0,-0.02,-0.0,1.0
23:28:40,2.0,35.0,-0.0,0.02,1.0
23:28:41,2.0,35.0,0.02,0.0,1.0
23:28:42,2.0,35.0,0.0,-0.02,1.0
23:28:43,2.0,35.0,-0.02,-0.0,1.0
23:28:44,2.0,35.0,0.0,0.02,1.0
23:28:45,2.0,35.0,0.02,0.0,1.0
23:28:46,2.0,35.0,0.0,-0.02,1.0
23:28:47,2.0,35.0,-0.02,-0.0,1.0
23:28:48,2.0,35.0,-0.0,0.02,1.0
23:28:49,2.0,35.0,0.02,-0.0,1.0
23:28:50,2.0,35.0,0.0,-0.02,1.0
23:28:51,2.0,35.0,-0.02,-0.0,1.0
23:28:52,2.0,35.0,-0.0,0.02,1.0
23:28:53,2.0,35.0,0.02,0.0,1.0
23:28:54,2.0,35.0,-0.0,-0.02,1.0
23:28:55,2.0,35.0,-0.02,-0.0,1.0
23:28:56,2.0,35.0,-0.0,0.02,1.0
23:28:57,2.0,35.0,0.02,0.0,1.0
23:28:58,2.0,35.0,0.0,-0.02,1.0
23:28:59,2.0,35.0,-0.02,0.0,1.0
23:29:00,2.0,35.0,-0.0,0.02,1.0
23:29:01,2.0,35.0,0.02,0.0,1.0
23:29:02,2.0,35.0,0.0,-0.02,1.0
23:29:03,2.0,35.0,-0.02,-0.0,1.0
23:29:04,2.0,35.0,-0.0,0.02,1.0
23:29:05,2.0,35.0,0.02,0.0,1.0
23:29:06,2.0,35.0,-0.0,-0.02,1.0
23:29:07,2.0,35.0,-0.02,-0.0,1.0
23:29:08,2.0,35.0,-0.0,0.02,1.0
23:29:09,2.0,35.0,0.02,0.0,1.0
23:29:10,2.0,35.0,0.0,-0.02,1.0
23:29:11,2.0,35.0,-0.02,0.0,1.0
23:29:12,2.0,35.0,-0.0,0.02,1.0
23:29:13,2.0,35.0,0.02,0.0,1.0
23:29:14,2.0,35.0,0.0,-0.02,1.0
23:29:15,2.0,35.0,-0.02,-0.0,1.0
23:29:16,2.0,35.0,0.0,0.02,1.0
23:29:17,2.0,35.0,0.02,0.0,1.0
23:29:18,2.0,35.0,0.0,-0.02,1.0
23:29:19,2.0,35.0,-0.02,-0.0,1.0
23:29:20,2.0,35.0,-0.0,0.02,1.0
23:29:21,2.0,35.0,0.02,-0.0,1.0
23:29:22,2.0,35.0,0.0,-0.02,1.0
23:29:23,2.0,35.0,-0.02,-0.0,1.0
23:29:24,2.0,35.0,-0.0,0.02,1.0
23:29:25,2.0,35.0,0.02,0.0,1.0
23:29:26,2.0,35.0,0.0,-0.02,1.0
23:29:27,2.0,35.0,-0.02,-0.0,1.0
23:29:28,2.0,35.0,0.0,0.02,1.0
23:29:29,2.0,35.0,0.02,0.0,1.0
23:29:30,2.0,35.0,0.0,-0.02,1.0
23:29:31,2.0,35.0,-0.02,-0.0,1.0
23:29:32,2.0,35.0,-0.0,0.02,1.0
23:29:33,2.0,35.0,0.02,-0.0,1.0
23:29:34,2.0,35.0,0.0,-0.02,1.0
23:29:35,2.0,35.0,-0.02,-0.0,1.0
23:29:36,2.0,35.0,-0.0,0.02,1.0
23:29:37,2.0,35.0,0.02,0.0,1.0
23:29:38,2.0,35.0,-0.0,-0.02,1.0
23:29:39,2.0,35.0,-0.02,-0.0,1.0
23:29:40,2.0,35.0,-0.0,0.02,1.0
23:29:41,2.0,35.0,0.02,0.0,1.0
23:29:42,2.0,35.0,0.0,-0.02,1.0
23:29:43,2.0,35.0,-0.02,0.0,1.0
23:29:44,2.0,35.0,-0.0,0.02,1.0
23:29:45,2.0,35.0,0.02,0.0,1.0
23:29:46,2.0,35.0,0.0,-0.02,1.0
23:29:47,2.0,35.0,-0.02,-0.0,1.0
23:29:48,2.0,35.0,-0.0,0.02,1.0
23:29:49,2.0,35.0,0.02,0.0,1.0
23:29:50,2.0,35.0,-0.0,-0.02,1.0
23:29:51,2.0,35.0,-0.02,-0.0,1.0
23:29:52,2.0,35.0,-0.0,0.02,1.0
23:29:53,2.0,35.0,0.02,0.0,1.0
23:29:54,2.0,35.0,0.0,-0.02,1.0
23:29:55,2.0,35.0,-0.02,0.0,1.0
23:29:56,2.0,35.0,-0.0,0.02,1.0
23:29:57,2.0,35.0,0.02,0.0,1.0
23:29:58,2.0,35.0,0.0,-0.02,1.0
23:29:59,2.0,35.0,-0.02,-0.0,1.0
23:30:00,2.0,35.0,0.0,0.02,1.0
23:30:01,2.0,35.0,0.02,0.0,1.0
23:30:02,2.0,35.0,0.0,-0.02,1.0
23:30:03,2.0,35.0,-0.02,-0.0,1.0
23:30:04,2.0,35.0,-0.0,0.02,1.0
23:30:05,2.0,35.0,0.02,-0.0,1.0
23:30:06,2.0,35.0,0.0,-0.02,1.0
23:30:07,2.0,35.0,-0.02,-0.0,1.0
23:30:08,2.0,35.0,-0.0,0.02,1.0
23:30:09,2.0,35.0,0.02,0.0,1.0
23:30:10,2.0,35.0,0.0,-0.02,1.0
23:30:11,2.0,35.0,-0.02,-0.0,1.0
23:30:12,2.0,35.0,0.0,0.02,1.0
23:30:13,2.0,35.0,0.02,0.0,1.0
23:30:14,2.0,35.0,0.0,-0.02,1.0
23:30:15,2.0,35.0,-0.02,-0.0,1.0
23:30:16,2.0,35.0,-0.0,0.02,1.0
23:30:17,2.0,35.0,0.02,-0.0,1.0
23:30:18,2.0,35.0,0.0,-0.02,1.0
23:30:19,2.0,35.0,-0.02,-0.0,1.0
23:30:20,2.0,35.0,-0.0,0.02,1.0
23:30:21,2.0,35.0,0.02,0.0,1.0
23:30:22,2.0,35.0,-0.0,-0.02,1.0
23:30:23,2.0,35.0,-0.02,-0.0,1.0
23:30:24,2.0,35.0,-0.0,0.02,1.0
23:30:25,2.0,35.0,0.02,0.0,1.0
23:30:26,2.0,35.0,0.0,-0.02,1.0
23:30:27,2.0,35.0,-0.02,0.0,1.0
23:30:28,2.0,35.0,-0.0,0.02,1.0
23:30:29,2.0,35.0,0.02,0.0,1.0
23:30:30,2.0,35.0,0.0,-0.02,1.0
23:30:31,2.0,35.0,-0.02,-0.0,1.0
23:30:32,2.0,35.0,-0.0,0.02,1.0
23:30:33,2.0,35.0,0.02,0.0,1.0
23:30:34,2.0,35.0,-0.0,-0.02,1.0
23:30:35,2.0,35.0,-0.02,-0.0,1.0
23:30:36,2.0,35.0,-0.0,0.02,1.0
23:30:37,2.0,35.0,0.02,0.0,1.0
23:30:38,2.0,35.0,0.0,-0.02,1.0
23:30:39,2.0,35.0,-0.02,0.0,1.0
23:30:40,2.0,35.0,-0.0,0.02,1.0
23:30:41,2.0,35.0,0.02,0.0,1.0
23:30:42,2.0,35.0,0.0,-0.02,1.0
23:30:43,2.0,35.0,-0.02,-0.0,1.0
23:30:44,2.0,35.0,0.0,0.02,1.0
23:30:45,2.0,35.0,0.02,0.0,1.0
23:30:46,2.0,35.0,0.0,-0.02,1.0
23:30:47,2.0,35.0,-0.02,-0.0,1.0
23:30:48,2.0,35.0,-0.0,0.02,1.0
23:30:49,2.0,35.0,0.02,-0.0,1.0
23:30:50,2.0,35.0,0.0,-0.02,1.0
23:30:51,2.0,35.0,-0.02,-0.0,1.0
23:30:52,2.0,35.0,-0.0,0.02,1.0
23:30:53,2.0,35.0,0.02,0.0,1.0
23:30:54,2.0,35.0,0.0,-0.02,1.0
23:30:55,2.0,35.0,-0.02,-0.0,1.0
23:30:56,2.0,35.0,0.0,0.02,1.0
23:30:57,2.0,35.0,0.02,0.0,1.0
23:30:58,2.0,35.0,0.0,-0.02,1.0
23:30:59,2.0,35.0,-0.02,-0.0,1.0
23:31:00,2.0,35.0,-0.0,0.02,1.0
23:31:01,2.0,35.0,0.02,-0.0,1.0
23:31:02,2.0,35.0,0.0,-0.02,1.0
23:31:03,2.0,35.0,-0.02,-0.0,1.0
23:31:04,2.0,35.0,-0.0,0.02,1.0
23:31:05,2.0,35.0,0.02,0.0,1.0
23:31:06,2.0,35.0,-0.0,-0.02,1.0
23:31:07,2.0,35.0,-0.02,-0.0,1.0
23:31:08,2.0,35.0,-0.0,0.02,1.0
23:31:09,2.0,35.0,0.02,0.0,1.0
23:31:10,2.0,35.0,0.0,-0.02,1.0
23:31:11,2.0,35.0,-0.02,0.0,1.0
23:31:12,2.0,35.0,-0.0,0.02,1.0
23:31:13,2.0,35.0,0.02,0.0,1.0
23:31:14,2.0,35.0,0.0,-0.02,1.0
23:31:15,2.0,35.0,-0.02,-0.0,1.0
23:31:16,2.0,35.0,-0.0,0.02,1.0
23:31:17,2.0,35.0,0.02,0.0,1.0
23:31:18,2.0,35.0,-0.0,-0.02,1.0
23:31:19,2.0,35.0,-0.02,-0.0,1.0
23:31:20,2.0,35.0,-0.0,0.02,1.0
23:31:21,2.0,35.0,0.02,0.0,1.0
23:31:22,2.0,35.0,0.0,-0.02,1.0
23:31:23,2.0,35.0,-0.02,0.0,1.0
23:31:24,2.0,35.0,-0.0,0.02,1.0
23:31:25,2.0,35.0,0.02,0.0,1.0
23:31:26,2.0,35.0,0.0,-0.02,1.0
23:31:27,2.0,35.0,-0.02,-0.0,1.0
23:31:28,2.0,35.0,0.0,0.02,1.0
23:31:29,2.0,35.0,0.02,0.0,1.0
23:31:30,2.0,35.0,0.0,-0.02,1.0
23:31:31,2.0,35.0,-0.02,-0.0,1.0
23:31:32,2.0,35.0,-0.0,0.02,1.0
23:31:33,2.0,35.0,0.02,-0.0,1.0
23:31:34,2.0,35.0,0.0,-0.02,1.0
23:31:35,2.0,35.0,-0.02,-0.0,1.0
23:31:36,2.0,35.0,-0.0,0.02,1.0
23:31:37,2.0,35.0,0.02,0.0,1.0
23:31:38,2.0,35.0,0.0,-0.02,1.0
23:31:39,2.0,35.0,-0.02,-0.0,1.0
23:31:40,2.0,35.0,0.0,0.02,1.0
23:31:41,2.0,35.0,0.02,0.0,1.0
23:31:42,2.0,35.0,0.0,-0.02,1.0
23:31:43,2.0,35.0,-0.02,-0.0,1.0
23:31:44,2.0,35.0,-0.0,0.02,1.0
23:31:45,2.0,35.0,0.02,-0.0,1.0
23:31:46,2.0,35.0,0.0,-0.02,1.0
23:31:47,2.0,35.0,-0.02,-0.0,1.0
23:31:48,2.0,35.0,-0.0,0.02,1.0
23:31:49,2.0,35.0,0.02,0.0,1.0
23:31:50,2.0,35.0,-0.0,-0.02,1.0
23:31:51,2.0,35.0,-0.02,-0.0,1.0
23:31:52,2.0,35.0,-0.0,0.02,1.0
23:31:53,2.0,35.0,0.02,0.0,1.0
23:31:54,2.0,35.0,0.0,-0.02,1.0
23:31:55,2.0,35.0,-0.02,0.0,1.0
23:31:56,2.0,35.0,-0.0,0.02,1.0
23:31:57,2.0,35.0,0.02,0.0,1.0
23:31:58,2.0,35.0,0.0,-0.02,1.0
23:31:59,2.0,35.0,-0.02,-0.0,1.0
23:32:00,2.0,35.0,-0.0,0.02,1.0
23:32:01,2.0,35.0,0.02,0.0,1.0
23:32:02,2.0,35.0,-0.0,-0.02,1.0
23:32:03,2.0,35.0,-0.02,-0.0,1.0
23:32:04,2.0,35.0,-0.0,0.02,1.0
23:32:05,2.0,35.0,0.02,0.0,1.0
23:32:06,2.0,35.0,0.0,-0.02,1.0
23:32:07,2.0,35.0,-0.02,0.0,1.0
23:32:08,2.0,35.0,-0.0,0.02,1.0
23:32:09,2.0,35.0,0.02,0.0,1.0
23:32:10,2.0,35.0,0.0,-0.02,1.0
23:32:11,2.0,35.0,-0.02,-0.0,1.0
23:32:12,2.0,35.0,0.0,0.02,1.0
